entrega_id,fecha_planificada,fecha_real,entrega_completa,entrega_a_tiempo,entrega_completa_a_tiempo,costo_preparacion,venta,rotura_stock,pedidos_proveedores,pedidos_retrasados,volumen_stock_recibido,horas_recepcion,tiempo_produccion,tiempo_programado,produccion_real,produccion_teorica,productos_buenos
49,2023-04-23,2023-04-23,True,True,True,2393.263681546333,121385.07962388442,False,1,0,260,10,8.263261762495786,9,12.033087437992812,14,12.027046967917366
50,2023-01-13,2023-01-13,True,True,True,2464.1629817212815,109761.81480510946,False,3,1,417,6,8.909466390584939,9,15.85350488714374,18,15.361434754039964
51,2024-05-27,2024-05-28,True,False,False,2440.0745403172004,121137.29460212981,False,2,1,264,9,7.59823666483544,8,18.73741847181817,19,18.096782932319666
52,2023-02-11,2023-02-11,True,True,True,1480.937732411073,109919.13689082596,False,3,0,252,5,7.269778532241802,8,10.24686222083808,11,10.198943851200474
53,2023-02-08,2023-02-08,False,True,False,1760.7068771100792,131437.54043206928,False,1,0,330,8,6.982009855679301,8,9.560470691865188,10,9.454622867512096
54,2023-10-16,2023-10-16,True,True,True,2739.489912873196,123336.62105286948,False,3,0,464,12,8.186337842256496,9,14.832289439739371,17,14.260691120180134
55,2024-11-15,2024-11-16,True,False,False,2706.7174516118503,138767.95812558066,False,3,1,459,10,8.191149412630914,9,18.84975751789367,19,18.05180148018733
56,2023-05-21,2023-05-21,True,True,True,2933.924518331591,110634.85982503263,False,4,1,475,9,8.529345734834132,9,9.364432540250219,10,9.18028801938806
57,2023-02-20,2023-02-21,False,False,False,2454.8861679718952,127810.73267616452,False,2,0,412,5,7.173733116854769,8,11.264295784340872,12,10.925805218881074
58,2023-11-05,2023-11-05,True,True,True,2926.123244515134,96792.62626021869,False,2,0,446,5,7.953216510968976,9,10.646807596962873,12,10.42196403096825
59,2023-06-29,2023-06-29,False,True,False,3040.229934502675,101550.94759703906,False,1,0,436,8,6.978395273303735,8,14.686422040254152,15,14.345013923902437
60,2023-12-26,2023-12-26,True,True,True,2506.9646459564733,119758.74912889997,False,4,0,404,12,6.878850367314023,8,11.01591990254645,12,10.753955967648498
61,2023-04-23,2023-04-23,True,True,True,2328.656202959826,116285.59134004208,False,4,0,465,6,8.731012191506263,9,13.974766233678857,16,13.776305148392334
62,2023-12-15,2023-12-15,True,True,True,2114.7388945829484,113759.70706359457,False,1,0,166,7,7.468065901740039,8,14.70357555153633,17,14.147171808079168
63,2023-03-19,2023-03-19,True,True,True,2362.0952171990043,109424.68748566658,False,2,0,250,9,6.94733226759525,8,11.249474809745445,12,10.924041312563102
64,2024-05-28,2024-05-31,True,False,False,3002.551081149828,114925.62714092017,False,4,0,355,13,8.812441826965873,9,11.907215952531882,12,11.766476109588531
65,2023-10-07,2023-10-07,True,True,True,2490.055135254605,123336.43531450597,False,1,0,139,6,7.283060052316377,8,15.676261399996624,18,15.546877562138139
66,2023-01-04,2023-01-04,False,True,False,3051.512633388891,131514.2537446473,False,2,0,133,5,7.581704466022237,8,18.202577357652043,19,17.389448868761814
67,2023-12-08,2023-12-08,False,True,False,2628.0148671569377,129826.90983945514,False,3,0,289,14,7.7134040551463245,9,14.410575636959335,15,13.749705678450093
68,2023-10-19,2023-10-20,True,False,False,2387.497048314812,132075.92170430263,False,4,0,197,11,7.94490432384756,8,14.398287218723063,15,13.833111523079449
69,2024-07-01,2024-07-01,True,True,True,2617.9998783386654,122326.76357913794,False,1,0,172,13,8.633054820874865,9,17.20329898416017,18,16.85775873187425
70,2023-01-25,2023-01-25,True,True,True,2816.2038695277606,129725.5444962673,False,3,0,404,5,8.582256313801615,9,8.77769939325793,10,8.576646604445479
71,2023-08-04,2023-08-05,True,False,False,2902.4015893669025,129302.5334595354,False,2,0,242,14,7.932871207623936,8,17.826551707364303,19,17.82597546369338
72,2023-03-27,2023-03-30,True,False,False,1959.4717297958687,130531.52853332904,False,3,1,322,8,7.346172422043387,8,17.986957954283593,19,17.67233669635293
73,2023-06-01,2023-06-01,True,True,True,2611.0668858168565,115212.51378336523,False,4,0,475,5,8.7174762725326,9,17.292210570647615,18,16.877342866523172
74,2024-05-07,2024-05-07,True,True,True,2856.699795102723,120470.17213123746,False,4,0,417,9,8.4971323753448,9,15.14280177622596,17,14.687221032690394
75,2023-12-25,2023-12-25,True,True,True,2495.5679886718112,118653.27245917403,False,2,0,252,5,7.985266867683238,8,15.595562516433612,18,15.12116900761777
76,2023-05-20,2023-05-25,True,False,False,2781.5394369862856,104674.72658082678,False,4,0,432,6,7.692023387472349,8,11.501759817697714,13,11.46882554874354
77,2024-07-28,2024-07-28,True,True,True,2292.0663292941076,118959.50243200363,False,1,0,146,11,7.4219124400116705,8,12.990070254160548,13,12.453512316663815
78,2024-05-04,2024-05-04,True,True,True,3617.837343492237,113340.61517204603,False,4,0,197,13,8.008560057494753,9,15.419816991539738,18,15.305859558241975
79,2023-06-19,2023-06-21,True,False,False,2074.721770668902,121047.3529863813,False,4,1,275,14,7.759412391475325,9,13.9820982038046,14,13.32600014871852
80,2023-10-28,2023-10-28,True,True,True,2255.280278740889,130441.60877069071,False,1,0,315,7,8.538909976788874,9,8.736010989553789,10,8.369273294220553
81,2023-12-29,2023-12-29,False,True,False,2658.902584600942,113704.83451950915,False,1,0,130,11,7.823974321089151,9,13.461367338212376,14,12.896501371999712
82,2023-12-22,2023-12-22,True,True,True,2108.9521573637658,113849.81988660204,False,1,0,322,6,7.662247746281179,9,10.431207692567744,12,10.057427765018494
83,2024-03-30,2024-03-30,False,True,False,3104.490972053233,105585.05751936385,False,4,0,341,8,6.9996531043187264,8,14.344287010355915,15,13.966726648654276
84,2023-01-22,2023-01-22,True,True,True,2683.5511333940335,114741.94612687043,True,2,0,157,11,7.864566682423621,9,10.995255425260224,11,10.67979126777494
85,2024-02-01,2024-02-03,True,False,False,2228.697579120861,128771.01978786293,False,4,0,126,7,7.955883984128159,8,15.552453742658635,17,15.508608202987846
86,2023-03-25,2023-03-25,True,True,True,2477.206991822251,122433.39449322692,False,1,0,380,12,8.409712886563566,9,14.856076632612124,17,14.264582869451875
87,2024-08-27,2024-08-28,True,False,False,2729.9645129110722,126075.14327149505,False,1,1,477,7,8.725325342817838,9,15.303325954949349,18,14.995979515496975
88,2023-08-24,2023-08-24,True,True,True,2213.0552588324335,115356.08923386261,False,2,0,494,5,8.277208105458344,9,10.141899077283254,11,9.9390715155852
89,2024-06-27,2024-06-27,True,True,True,2969.924051764844,128460.1354467127,False,2,0,179,10,7.933971932890472,9,9.339473025230372,10,8.877062102264109
90,2023-01-02,2023-01-02,True,True,True,1807.314067165134,108926.80486653688,False,2,0,205,11,7.791166584451441,9,11.813198344833069,12,11.573849147001745
91,2023-03-14,2023-03-14,True,True,True,2849.111656806795,123934.8538542175,False,2,0,482,11,7.873779987272633,8,12.215077932132264,13,12.08305282181333
92,2024-05-29,2024-05-29,True,True,True,3342.8241507095827,115397.04555806154,False,1,0,221,7,7.3642191112359985,8,16.67317358638146,17,16.20103544004814
93,2023-10-15,2023-10-15,True,True,True,2033.3932961772011,127533.2576037724,False,3,0,342,7,6.886638090775011,8,9.7606786094154,10,9.357656937656733
94,2024-12-25,2024-12-26,True,False,False,1567.8342358454527,110983.99253964427,False,4,0,195,13,7.689682501771285,9,10.15300375335076,11,10.088747036408565
95,2024-02-22,2024-02-23,True,False,False,1861.3897670384583,104512.20177487787,False,1,0,107,8,8.462504767943711,9,16.82699847603305,19,16.80293174058463
96,2024-01-10,2024-01-10,True,True,True,2053.0661752475944,118604.9452451343,False,3,0,229,11,8.530366381466091,9,17.91741327030528,18,17.252796776419448
97,2023-08-17,2023-08-17,True,True,True,1690.771083159862,135460.04147600126,False,2,0,369,14,7.204403811717543,8,16.463396313886875,18,15.844960580119043
98,2024-11-13,2024-11-16,True,False,False,1851.7491162595857,104874.04499161184,False,4,0,219,12,8.816691839860129,9,13.21314272258273,15,12.626426081681558
99,2023-11-30,2023-11-30,True,True,True,2434.542013615125,109650.45135467868,False,1,0,111,14,8.981950665994443,9,16.199217726756608,17,15.403333790681772
100,2023-08-05,2023-08-05,True,True,True,2999.005054929826,91037.44621806311,False,4,0,225,8,8.918756719101237,9,13.98971654718957,16,13.421978234520273
101,2024-10-30,2024-10-30,True,True,True,2773.607969028502,110828.40194803964,False,2,0,244,14,8.8172219285393,9,8.545580589545255,10,8.516076415177338
102,2023-01-01,2023-01-01,True,True,True,3316.715766150548,108536.54606981312,False,2,0,162,13,7.288289552867445,8,15.544300577275036,18,14.991456331874177
103,2023-11-20,2023-11-20,True,True,True,2444.2389711705273,127678.13919476396,False,3,0,430,5,8.050773520656378,9,13.613820785195491,16,13.154072411819527
104,2023-03-17,2023-03-17,True,True,True,2937.4172191345656,98430.19355300326,False,3,0,366,7,8.552087278049271,9,18.314131334580168,19,17.856685823710908
105,2023-03-26,2023-03-28,True,False,False,2272.8778624233687,119800.6460475419,False,2,0,399,8,7.27323838858202,8,15.551165772918624,16,15.331990034460517
106,2024-03-02,2024-03-02,True,True,True,2373.657155999518,123920.8452970087,False,1,0,374,6,8.30592687490154,9,12.498233094120037,14,12.06535051987067
107,2023-06-05,2023-06-05,True,True,True,3257.258781294791,127730.83189177526,False,1,0,362,14,7.430196060400472,8,14.308667894128744,16,14.16086454750374
108,2024-03-20,2024-03-20,False,True,False,3198.7073515301863,119248.55833189983,False,2,0,240,11,8.755904960226166,9,14.085461780527082,15,13.940201124903886
109,2023-01-10,2023-01-10,True,True,True,2588.2556380813726,122654.03828348537,False,4,0,118,8,8.55642330386633,9,15.557945347353606,18,15.265346543873678
110,2024-03-14,2024-03-14,True,True,True,2816.8884404660494,124137.99097451498,False,4,0,259,14,7.269087195086618,8,16.641270518919757,18,16.63110729580216
111,2023-09-20,2023-09-20,True,True,True,3338.8504070382205,114464.11758292005,False,4,1,167,14,8.430822337958652,9,15.454294545878518,16,14.886268431857527
112,2023-12-19,2023-12-19,True,True,True,1781.4166196288538,107777.62202924436,False,4,0,104,9,8.838106768207968,9,10.472217686320695,11,10.069471477863544
113,2023-02-27,2023-02-27,True,True,True,3336.286193418852,124190.19009366045,False,4,0,432,13,7.442993221367697,8,17.518877398532933,18,16.6440167906606
114,2024-02-04,2024-02-04,True,True,True,1953.8436176637106,116835.91550305198,False,4,0,385,9,8.491840678803726,9,10.650038280682237,11,10.577983418944854
115,2024-04-04,2024-04-05,True,False,False,2107.005269746025,106687.67046442222,False,1,0,422,8,8.253723429681529,9,12.753006490361503,13,12.21850516770751
116,2024-02-10,2024-02-10,False,True,False,2307.5790590264373,124639.7228292346,False,2,0,257,12,8.821876531645058,9,13.067875610869889,15,12.552989871466034
117,2024-06-09,2024-06-09,True,True,True,2768.254921785202,111015.32018208962,False,4,1,380,10,7.907308628616073,8,9.409379406626465,10,9.29872971582528
118,2024-01-16,2024-01-16,False,True,False,2755.1395052660355,129978.12718264028,False,4,0,167,8,8.024966042061502,9,12.750748138771101,15,12.124487372107804
119,2023-05-10,2023-05-10,True,True,True,2155.6666225185286,119373.43043797555,False,4,0,182,13,6.889555777204498,8,10.519979498132246,12,10.357770911482
120,2024-08-31,2024-08-31,False,True,False,2718.469084873175,131906.4627478634,False,4,1,277,9,8.19647787926502,9,10.861966831579121,12,10.543781671797127
121,2024-06-09,2024-06-09,True,True,True,2383.664045740001,109535.22057375571,False,3,0,488,5,6.814544929572672,8,10.388343029917715,11,9.97221523978095
122,2023-06-22,2023-06-22,True,True,True,2908.0587180286666,106919.51478441582,False,1,0,295,6,7.978695257346571,9,10.135429913458465,11,9.819147886254793
123,2024-03-11,2024-03-13,True,False,False,2645.724961605903,112693.1803619622,False,4,0,109,6,7.991628884281059,9,15.626767534793071,17,15.343299125598909
124,2024-12-26,2024-12-26,True,True,True,2516.0020745328834,112465.82129653817,False,1,0,107,12,7.695448708978207,8,8.60812650399801,10,8.208389525141325
125,2024-10-25,2024-10-25,True,True,True,2115.442388278805,97281.14083574065,False,3,0,127,7,7.2945571163153256,8,13.28663571137281,14,13.13010098133779
126,2023-11-16,2023-11-16,True,True,True,2974.254101858335,120348.52876391767,False,1,0,148,8,8.001962954891887,9,17.03854148456105,18,16.63839315516885
127,2023-07-09,2023-07-11,True,False,False,2463.4655157964635,109329.83413582123,False,4,1,387,6,6.852482751055963,8,9.892125460489074,10,9.508615478101815
128,2024-10-26,2024-10-26,True,True,True,1942.762086564327,116310.20554890078,False,4,0,273,5,8.989760790660785,9,18.47544877606056,19,18.347386199509938
129,2024-05-11,2024-05-11,True,True,True,1879.3405007861256,126055.39778080404,False,2,0,335,10,8.979304148358086,9,13.964001496114886,15,13.774054194557175
130,2024-06-24,2024-06-24,True,True,True,2493.3076921734805,125364.16732395043,False,2,0,288,5,8.476119682205397,9,14.021299483932786,15,13.803187866242338
131,2023-04-18,2023-04-18,True,True,True,2430.772008008113,107757.01763710634,True,1,0,487,12,7.281793179033546,8,18.024046891417367,19,17.403054427564218
132,2024-02-09,2024-02-10,True,False,False,2242.6792253909266,108897.766134904,False,2,1,413,10,8.656740606687164,9,17.886798396322327,18,17.3215225785228
133,2024-08-09,2024-08-10,True,False,False,2615.7563696477855,86483.89483095321,False,4,1,123,10,6.965387478991082,8,13.678399141909402,15,13.47022631772086
134,2024-02-09,2024-02-09,True,True,True,2291.9029986349296,108192.1793734966,False,1,0,315,9,7.954342319875987,9,12.143287184111534,13,11.902539027283463
135,2023-06-11,2023-06-11,True,True,True,2003.8285800625747,123858.84383084325,False,2,0,455,7,8.154174504794634,9,15.36521345557009,16,14.778152900589637
136,2024-09-19,2024-09-19,True,True,True,2886.5499707694357,128822.15782466807,False,2,0,339,10,7.8077627427627405,8,14.972493450945247,16,14.663887423706761
137,2024-05-19,2024-05-19,False,True,False,2755.8688345395026,111446.69485610741,False,2,0,464,7,6.867363324099452,8,10.973382262930084,12,10.903553282333093
138,2023-12-15,2023-12-15,True,True,True,2846.9278815039606,118971.644797756,False,2,0,228,12,6.808435044576343,8,15.729052052707255,18,15.422512607072136
139,2023-07-07,2023-07-07,False,True,False,2340.496166623588,119816.83140557149,False,2,0,262,11,8.712620913512165,9,16.925056719466596,19,16.72144681669769
140,2024-09-09,2024-09-11,True,False,False,2586.9580419168815,118307.49115943693,True,3,0,295,6,7.726229271417946,8,14.774625027796363,15,14.052015401616078
141,2023-07-22,2023-07-27,True,False,False,1718.7270715567288,114709.47322653705,False,2,0,186,14,7.478396305485932,8,10.75565773807175,12,10.727174598655884
142,2024-03-20,2024-03-20,True,True,True,2132.704211600975,111897.47562985618,False,1,1,160,6,8.625799309331454,9,17.43758996882405,18,17.044231643129073
143,2024-09-01,2024-09-01,True,True,True,1866.8297471871479,119420.16052567765,False,2,0,243,7,7.699140455234931,8,16.456773844040047,17,15.726040363638859
144,2024-07-24,2024-07-24,True,True,True,2185.7575680519767,126024.77209439482,False,3,1,471,10,7.045857528980855,8,13.285221669428958,14,12.728318336912714
145,2024-01-16,2024-01-16,False,True,False,2469.478287265002,112641.41550677165,False,4,1,266,8,7.786523792720271,8,9.504123153759238,11,9.238517201656768
146,2024-05-18,2024-05-18,True,True,True,3135.3155303291114,112926.94659671668,False,1,0,337,12,7.86323901082772,9,12.137749374261942,13,11.631626049737516
147,2024-01-22,2024-01-22,True,True,True,2513.661380432087,107168.22572070191,False,4,1,479,9,8.728100917716715,9,14.67796635616896,15,14.030406763370918
148,2023-01-16,2023-01-15,True,True,True,2683.761151254685,113837.79446593393,False,2,0,346,9,6.911636583752032,8,12.45273956361986,13,12.384410169371165
149,2024-01-17,2024-01-17,False,True,False,1870.6341753684947,109908.4171065037,False,4,0,494,6,7.582001502447711,8,16.266055316378694,18,15.854696900810572
150,2023-05-11,2023-05-13,True,False,False,2271.4808320688016,116981.15494809448,False,3,0,140,7,7.0295125014975035,8,16.47586472687503,18,16.127605914419714
151,2023-09-30,2023-10-02,True,False,False,2518.975218145223,121355.4459215863,False,2,0,347,11,8.805245299522811,9,9.755561687864411,10,9.404008358914314
152,2023-07-10,2023-07-10,True,True,True,2202.44910292264,107875.2297535209,False,1,0,241,8,7.964230248586739,9,17.428807826783906,18,17.13686213996449
153,2023-07-29,2023-07-29,True,True,True,1719.5545486229673,105719.69166899235,False,2,0,129,8,6.850429610205686,8,14.519296291031653,17,14.49479019494552
154,2024-10-23,2024-10-25,True,False,False,2597.9875169323013,123169.79417773406,False,3,0,172,11,7.137825438097916,8,11.269531761303277,13,11.102565746887022
155,2024-11-06,2024-11-06,True,True,True,2490.290197056134,116968.20217165725,False,3,0,433,13,7.7370632161863755,9,16.687017495206756,17,16.12834282750799
156,2024-08-20,2024-08-22,True,False,False,2447.7753907312645,118311.78276809989,False,3,0,149,9,7.590590084168085,8,11.479439337685763,13,11.185780717175197
157,2023-07-20,2023-07-23,True,False,False,2826.641586624769,146875.3436569696,False,4,0,114,13,7.871027947945816,8,14.115951552117197,15,13.855729316207945
158,2024-05-19,2024-05-20,True,False,False,2017.251007085472,120301.61572535125,False,2,0,261,11,7.407519271394243,8,14.576732583122233,16,14.497639243513195
159,2024-12-22,2024-12-22,True,True,True,2389.902686496021,99321.45273564008,False,1,0,276,10,6.80919683917907,8,14.543639474377095,17,13.895011881759464
160,2024-08-24,2024-08-24,True,True,True,2253.8244939302194,106570.95601730392,True,4,0,140,5,8.367659277215981,9,14.979470930234596,16,14.252718097970366
161,2024-12-04,2024-12-05,False,False,False,2300.444073898625,113471.03227588438,False,4,1,208,5,7.6621150757824825,8,18.205971335652922,19,18.081151653976136
162,2023-06-23,2023-06-23,True,True,True,2572.4338323287775,113852.27134843082,False,2,0,181,9,7.515585822632442,8,16.365504021911466,17,15.60533263179117
163,2024-01-13,2024-01-13,True,True,True,3391.039159030741,109348.15315916554,False,1,0,309,7,7.806245769016252,9,15.696876624319227,16,15.4802385796524
164,2024-10-28,2024-10-29,True,False,False,2779.3848922803136,129175.4520666412,False,3,0,456,9,8.404167235208075,9,17.26876841638351,18,16.968543666538093
165,2023-10-04,2023-10-04,True,True,True,1903.18158412176,129191.54173610001,False,4,0,387,7,7.829074805193541,8,16.4636600953859,18,15.902962836243425
166,2024-07-13,2024-07-13,True,True,True,2460.8646680982924,116543.90485303302,False,4,0,295,9,8.67857420717876,9,11.71254921294468,13,11.429831337957555
167,2024-02-23,2024-02-23,True,True,True,1658.2809038895248,111941.29933503811,False,2,1,303,10,6.926311022236415,8,8.710829451367541,10,8.486782431652854
168,2024-01-11,2024-01-10,True,True,True,1616.3513234447119,105490.26737558912,False,1,0,221,9,8.155984816505425,9,11.799126610155625,12,11.564880246561472
169,2023-07-20,2023-07-19,True,True,True,2446.3489279978858,124477.16925810277,False,4,2,404,6,7.7142821751258435,8,14.657059240749817,16,14.145772096021988
170,2024-02-20,2024-02-21,True,False,False,3516.6468847332285,120853.53618887809,False,4,0,191,12,7.332852499042644,8,10.156681422457543,11,9.852884315361818
171,2023-09-30,2023-10-01,True,False,False,3032.673813270815,113656.56894164321,False,4,0,244,9,8.874372791927026,9,13.158153228584684,14,12.732790096375629
172,2024-07-12,2024-07-14,True,False,False,2319.1184655815932,122801.2138896945,False,2,0,169,5,7.3552107260784725,8,12.733917668903363,13,12.472064722053613
173,2023-08-16,2023-08-16,True,True,True,2202.1693529782538,133744.38093170818,False,2,0,318,6,8.76715054484351,9,12.62284921753624,13,12.292435652064169
174,2024-05-25,2024-05-25,True,True,True,3082.9030096041924,117955.45020314776,False,2,0,424,11,8.679505132837138,9,14.297374595468762,15,14.099146470543483
175,2024-07-19,2024-07-19,True,True,True,3042.263523247544,124899.40582800073,False,2,1,402,7,7.040781220884513,8,18.511137503429982,19,17.85826763610558
176,2024-10-08,2024-10-08,True,True,True,2193.101561578562,121892.87894235556,True,4,1,226,5,8.59504626824234,9,15.467705479587993,17,15.253593369326103
177,2024-01-19,2024-01-19,True,True,True,2735.161155264145,101441.62229049676,False,4,0,160,7,7.842733102734974,8,9.47682242420567,11,9.240197667482951
178,2024-01-15,2024-01-16,True,False,False,2419.317813495235,112904.27707046775,False,3,0,314,12,8.009326816895975,9,13.473365327807734,15,13.120657540051829
